StudyID,Authors,observations,Fever_37.3up,Fever_38up,Fever_39up,Fever,Cough,Sputumproduction,Sorethroat,Myalgia,Fatigue,Shortnessofbreath,Dyspnea,Headache,Nausea,Diarrhea,setting,Ethics,Date_first_time,Date_last,control_number,age_mean,age_median
819-73,Brandstetter et al.,201,NA,NA,NA,47,NA,NA,42,38,37,10,NA,61,NA,16,Cohort,Germany,NA,NA,NA,NA,NA
819-76,Joffily et al.,179,NA,NA,NA,NA,113,NA,58,NA,NA,34,NA,132,NA,NA,Cohort,Brazil,2020/3/26,2020/4/17,NA,NA,NA
819-78,Kandemirliet al.,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Turkey,2020/3/1,2020/4/18,NA,NA,63
819-8,Abalo et al.,131,NA,29,NA,29,100,16,NA,61,NA,NA,14,51,6,44,Cohort,Spain,NA,NA,NA,50.4,NA
819-81,Meini et al.,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Italy,2020/4/1,NA,NA,65,NA
819-82-UK,Menni et al.,6452,NA,NA,NA,2215,366,NA,NA,NA,1922,985,NA,NA,NA,1674,Cohort,UK,2020/3/24,2020/4/21,NA,NA,NA
819-82 -US,Menni et al.,726,NA,NA,NA,201,325,NA,NA,NA,170,98,NA,NA,NA,238,Cohort,US,2020/3/24,2020/4/21,NA,NA,NA
819-84,Mercante et al.,204,NA,NA,NA,134,91,NA,NA,20,46,NA,12,32,12,17,Cohort,MD,2020/3/5,2020/3/23,NA,52.6,21
819-88,Spoldi et al.,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Italy,2020/3/1,2020/4/23,NA,77.82,NA
819-89,Sun et al.,41,40,32,14,40,31,11,NA,18,18,NA,22,3,NA,1,Cohort,china,2019/12/31,2020/1/2,NA,NA,49
819-90,Sweid et al.,22,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,USA,2020/3/20,2020/5/20,NA,59.5,NA
819-93,Lechien et al.,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort, Belgium,2020/4/6,2020/4/10,NA,40.6,NA
819-94,Lechien et al.,16,NA,NA,NA,2,3,NA,NA,4,NA,NA,NA,5,2,4,Cohort,France,NA,NA,NA,36,NA
819-95,Lechien et al.,702,NA,NA,NA,287,351,NA,NA,371,NA,NA,NA,447,108,213,Cohort,France,2020/3/22,2020/4/24,NA,NA,40.3
819-97,Lechien et al.,2013,NA,817,NA,817,1175,NA,NA,1244,NA,NA,930,1411,376,851,Cohort,European,2020/3/22,2020/4/23,NA,NA,39.5
819-98,Lechien et al.,70,NA,6,NA,6,34,NA,NA,30,NA,NA,NA,42,9,22,Cohort,France,NA,NA,NA,41.7,NA
819-99,Khan et al. ,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,UAE,NA,NA,NA,46.3,NA
828-1,Abdallah et al. ,91,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,Cohort,Canada,2020/6/1,2020/10/1,NA,NA,NA
828-10,acobson et al.,118,NA,NA,NA,1,10,NA,3,21,36,NA,31,7,8,8,Cohort,USA,NA,2 0 2 0 / 1 1,NA,43.3,NA
828-11,Lerum et al. ,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Norwegian,2020/3/24,2020/6/24,NA,NA,59
828-12,Liang et al.,135,NA,NA,NA,15,45,33,NA,NA,45,NA,46,NA,NA,20,Cohort,China,NA,NA,NA,41.3,41.3
828-13,Logue et al.,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,American,NA,NA,NA,48,NA
828-14,Morin et al.,478,NA,NA,NA,NA,21,NA,NA,NA,134,NA,78,23,NA,NA,Cohort,France,NA,NA,NA,60.9,NA
828-16,Sonnweber et al.,145,NA,NA,NA,105,101,NA,NA,NA,NA,NA,98,NA,NA,59,Cohort,Austria,2020/4/29,NA,NA,57,NA
828-17,Sykes et al.,134,NA,NA,NA,14,47,NA,17,69,NA,80,NA,NA,NA,NA,Cohort,UK,NA,NA,NA,59.6,58
828-18,Tabatabaei et al.,52,NA,NA,NA,46,NA,NA,NA,NA,28,NA,21,NA,NA,NA,Cohort,Iran,2020/2/18,2020/7/2,NA,50.17,NA
828-19,van et al.,124,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,1,NA,NA,NA,Cohort,Netherlands,2020/4/23,2020/7/15,NA,59,NA
828-2,Anastasioet al.,379,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,162,20,NA,NA,Cohort,Italy,2020/3/1,2020/6/1,NA,NA,56
828-20,Walle et al.,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Norway,2020/3/1,2020/7/1,NA,74.3,57
828-21,Wong et al.,78,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,39,NA,NA,NA,Cohort,Canada,2020/3/1,2020/6/1,NA,62,NA
828-22,Wu et al.,54,NA,NA,NA,NA,3,NA,3,NA,13,NA,10,NA,3,3,Cohort,China,2020/1/21,2020/9/1,NA,NA,NA
828-23 COVID-19 survivors,Xiong et al.,538,NA,NA,NA,446,297,77,24,72,144,NA,27,NA,22,55,Case Control,China,2020/3/1,2020/4/30,184,NA,52
828-24,Zhao et al.,55,NA,NA,NA,37,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,2020/1/20,2020/2/24,NA,47.74,NA
828-3,Baricich et al.,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Italy,2020/3/1,2020/3/30,NA,57.9,59
828-4,Bellan et al.,238,NA,NA,NA,215,132,NA,1,45,NA,NA,129,1,NA,54,Cohort,Italy,2020/1/29,2020/3/5,NA,NA,61
828-5,Cao et al.,81,NA,NA,NA,NA,27,NA,NA,NA,7,NA,13,NA,NA,NA,Cohort,China,2020/1/22,2020/3/7,NA,45,NA
828-6,Garrigues et al.,120,NA,NA,NA,NA,87,NA,NA,19,66,NA,888,NA,NA,29,Cohort,France,2020/3/15,2020/4/14,NA,NA,NA
828-7,Guler et al.,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Germany,2020/5/1,2020/9/15,NA,60.3,NA
828-8,Han et al.,114,NA,NA,NA,NA,7,11,NA,NA,NA,NA,16,NA,NA,NA,Cohort,China,NA,NA,NA,54,NA
828-9,Huang et al.,1733,NA,NA,NA,NA,NA,NA,69,39,1038,NA,NA,33,NA,80,Cohort,China,2020/1/7,2020/5/29,NA,NA,57
836-18,Du et al.,85,NA,NA,NA,78,19,32,NA,14,50,50,60,4,NA,16,Cohort,China,2020/1/9,2020/2/15,NA,NA,65.8
836-20,Goyal et al.,393,NA,NA,NA,303,312,NA,NA,93,NA,NA,222,NA,75,93,Cohort,New York,2020/3/3,2020/3/27,NA,NA,62.2
836-23,Gupta et al.,21,NA,NA,NA,9,9,NA,5,NA,NA,1,NA,3,NA,NA,Cohort,India,2020/2/1,2020/3/19,NA,40.3,NA
836-25,Han et al.,206,NA,NA,NA,138,53,53,NA,44,93,30,NA,NA,NA,67,Cohort,American,2020/2/13,2020/2/29,NA,62.5,NA
836-26,Kim et al.,28,7,NA,NA,7,8,6,8,7,3,1,NA,7,NA,3,Cohort,Korean,2020/1/19,2020/2/17,NA,42.6,40
859-11,Lu et al.,110,NA,NA,NA,56,57,NA,NA,3,4,NA,57,NA,NA,NA,Cohort,China,2020/1/30,2020/3/10,NA,NA,6
859-13,Mamishi et al.,45,NA,NA,NA,41,16,NA,7,17,NA,10,8,NA,23,16,Cohort,Iran,2020/3/7,2020/6/23,NA,NA,7
859-15,Mithal et al.,18,NA,NA,NA,9,8,NA,NA,NA,NA,NA,NA,NA,NA,4,Cohort,Chicago,2020/4/11,2020/5/12,NA,NA,55.5
859-16,Musolino et al.,10,NA,NA,NA,8,5,NA,NA,NA,NA,NA,NA,NA,NA,2,Case Series,Italy,2019/3/15,NA,NA,NA,11
859-21,Sun D et al.,36,NA,NA,NA,16,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,2020/1/26,2020/3/22,NA,0.535833333,NA
859-31,Zhang et al.,34,NA,NA,NA,26,21,7,NA,NA,NA,NA,3,NA,NA,4,Cohort,China,2020/1/27,2020/2/23,NA,NA,2.75
859-5,Godfred et al.,570,NA,NA,NA,NA,163,NA,NA,NA,NA,149,NA,186,NA,NA,Cohort,Europe,2020/3/2,2020/7/18,NA,NA,8
859-6,Harman et al.,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,Cohort,UK,2020/2/25,2020/4/28,NA,7.1,NA
859-7,Kanthimathinathan et al.,45,NA,NA,NA,30,25,NA,NA,NA,NA,15,NA,NA,NA,NA,Cohort,UK,2020/3/14,2020/4/24,NA,NA,3.5
859-9,Liu et al.,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,2020/1/23,2020/3/11,NA,8,NA
860-19,Liu et al.,76,NA,NA,NA,63,36,36,NA,13,13,NA,12,10,NA,4,Cohort,China,2020/1/1,2020/2/1,NA,NA,45
860-22         Covid-19-positive,Yan et al.,59,NA,NA,NA,41,39,NA,19,37,48,NA,32,39,NA,28,Cohort,USA,2020/3/3,2020/3/29,NA,NA,NA
860-22         Covid-19-negative,Yan et al.,203,NA,NA,NA,87,156,NA,122,65,116,NA,88,99,NA,50,Cohort,USA,2020/3/3,2020/3/29,NA,NA,NA
860-27,Mi et al.,10,NA,NA,NA,7,7,NA,4,NA,7,NA,5,1,NA,NA,Case Series,China,2020/1/1,2020/2/27,NA,NA,NA
860-8,Shen et al.,9,2,0,1,3,1,NA,1,NA,NA,NA,NA,NA,NA,2,Case Series,China,2020/1/8,2020/2/19,NA,NA,8
873-1,Chekhlabi et al.,10,NA,NA,NA,9,9,NA,NA,8,NA,NA,2,NA,NA,2,Case Series,Morocco,2020/3/25,2020/4/26,NA,NA,13
873-2,Bowale et al.,32,NA,NA,NA,19,14,NA,4,NA,7,3,NA,NA,NA,2,Cohort, Nigeria,2020/2/27,2020/4/6,NA,38.1,NA
873-4,Nachega et al.,766,NA,NA,NA,304,313,NA,91,NA,NA,NA,289,177,NA,NA,Cohort,Africa,2020/3/10,2020/7/31,NA,54,46
873-5,Kirenga et al.,56,NA,NA,NA,12,11,3,3,4,4,0,NA,7,2,2,Cohort,Uganda,NA,NA,NA,34.2,33
873-6           Total case,Elimian et al.,40926,NA,NA,NA,6275,7163,NA,3408,327,510,NA,2660,1391,1040,1142,Case Control,Nigeria,2020/2/27,2020/6/6,28637,35.6,NA
873-6   Confirmed case,Elimian et al.,12289,NA,NA,NA,2334,2298,NA,818,96,216,NA,768,583,311,327,Case Control,Nigeria,2020/2/27,2020/6/6,28637,37.1,NA
873-6             Non-case,Elimian et al.,28637,NA,NA,NA,3941,4865,NA,2590,231,294,NA,1892,808,729,815,Case Control,Nigeria,2020/2/27,2020/6/6,28637,35,NA
873-7,Otuonye et al.,154,NA,NA,NA,70,62,NA,20,NA,NA,NA,74,NA,NA,64,Cohort,Nigeria,2020/5/1,2020/8/1,NA,46.16,NA
882-10,Wu et al.,280,NA,NA,NA,237,197,NA,31,71,NA,150,NA,43,3,7,Cohort,China,2020/1/20,2020/2/20,NA,43.12,37.55
882-9,Wu et al.,201,NA,NA,77,188,163,NA,NA,65,NA,NA,80,NA,NA,NA,Cohort,China,2019/12/25,2020/1/26,NA,NA,51
901-10,Chen et al.,6,3,1,0,3,1,1,0,0,1,0,0,0,0,0,Case Series,China,NA,NA,NA,NA,NA
901-101,Li et al. ,131,NA,NA,NA,85,85,NA,NA,2,NA,5,NA,NA,NA,1,Cohort,China,2019/12/28,2020/2/10,NA,NA,NA
901-109,Burke et al.,164,NA,NA,NA,131,137,NA,NA,103,101,93,NA,96,NA,NA,Cohort, U.S.,2020/1/14,2020/4/4,NA,NA,50
901-110,Wei et al.,167,NA,NA,NA,146,132,NA,25,NA,NA,61,NA,NA,17,56,Cohort,China,NA,NA,NA,42.31,NA
901-112,Hetherington et al.,169,NA,NA,NA,11,15,NA,NA,NA,6,NA,NA,NA,11,NA,Cohort,UK,2020/3/30,2020/4/26,NA,NA,76
901-118,Li et al.,225,NA,NA,NA,189,126,NA,NA,NA,NA,NA,9,NA,NA,NA,Cohort,China,2020/1/20,2020/2/14,NA,50,NA
901-120,Dai et al.,234,NA,NA,NA,169,149,NA,NA,21,30,4,7,NA,4,8,Cohort,China,2020/1/10,2020/2/7,NA,44.6,NA
901-121,Takeuchi et al.,244,NA,NA,NA,187,108,NA,29,32,NA,19,NA,6,NA,2,Cohort,Japan,2020/2/1,2020/5/31,NA,NA,NA
901-124,Shu et al.,293,NA,NA,NA,102,148,NA,NA,NA,NA,NA,34,NA,NA,NA,Cohort,China,2020/1/15,2020/3/2,NA,57.1,NA
901-126,Park et al.,309,NA,NA,NA,NA,50,39,24,NA,NA,NA,NA,NA,NA,NA,Cohort,Korea,NA,NA,NA,NA,31
901-127,Acharya et al.,324,NA,NA,NA,NA,105,57,52,43,16,NA,31,42,3,13,Cohort,Korea,2020/2/18,2020/6/30,NA,55,NA
901-13,Lescure et al.,5,NA,NA,NA,3,4,NA,NA,NA,NA,1,NA,NA,NA,1,Case Series,France,2020/1/24,2020/1/29,NA,NA,NA
901-130,Myers et al.,377,NA,NA,NA,127,120,NA,NA,NA,NA,185,NA,NA,NA,NA,Cohort,California,2020/3/1,2020/3/31,NA,NA,61
901-132,Abdulaal et al.,398,NA,NA,NA,216,247,NA,NA,68,NA,NA,223,NA,NA,105,Cohort,UK,2020/2/2,2020/4/22,NA,NA,65
901-136,Li et al.,548,NA,NA,NA,476,415,NA,28,111,258,NA,310,62,NA,179,Cohort,China,2020/1/26,2020/2/5,NA,NA,60
901-137,Perez et al. ,614,NA,162,NA,501,453,NA,NA,NA,NA,400,NA,NA,NA,NA,Cohort,UK,2020/2/25,2020/4/5,NA,NA,69
901-14,Xu et al.,6,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Series,China,NA,NA,NA,NA,NA
901-143,Gil et al.,61,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Spanish,2020/3/1,2020/4/30,NA,62,NA
901-147,Gudbjartsson et al.,1321,NA,NA,NA,546,371,NA,NA,NA,219,NA,NA,280,NA,NA,Cohort,Icelandic,NA,NA,NA,40.3,NA
901-148,Mart et al.,1379,NA,NA,NA,1104,981,NA,89,313,NA,NA,653,148,138,275,Cohort,spanish,2020/2/28,2020/3/31,NA,62,63
901-149,Chen et al.,1590,NA,NA,NA,1391,1225,NA,NA,NA,NA,NA,1176,NA,NA,NA,Cohort,China,2020/1/31,NA,NA,NA,69
901-150,Liang et al.,1590,NA,NA,NA,1351,1052,NA,NA,234,584,331,NA,205,80,57,Cohort,China,2019/11/21,2020/1/31,NA,48.9,NA
901-151,Richardson et al.,5700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,NewYork,2020/3/1,2020/4/4,NA,NA,63
901-152,Haw et al.,8212,NA,NA,NA,2573,3689,NA,1638,NA,NA,NA,1806,NA,NA,584,Cohort,USA,2020/4/29,2020/5/22,NA,NA,46
901-21,Xiaa et al.,10,NA,NA,NA,7,7,NA,NA,NA,3,1,NA,NA,1,1,Case Series,China,2020/1/23,2020/2/1,NA,56.5,NA
901-25,CHEN et al.,11,7,5,1,7,7,3,NA,1,NA,NA,NA,2,3,2,Case Series,China,2020/5/1,2020/5/7,NA,48.45,NA
901-26,Pongpirul et al.,11,NA,10,NA,10,10,NA,9,NA,10,NA,NA,6,NA,2,Case Series,Thailand,2020/1/8,2020/1/31,NA,NA,61
901-28,Escalera et al.,12,NA,NA,NA,9,9,NA,5,5,NA,NA,1,NA,NA,2,Case Series,Italy / Spain,2020/3/2,2020/3/15,NA,NA,39
901-29 Confirmed patients,Ma et al.,15,NA,NA,NA,2,3,NA,NA,NA,2,NA,NA,NA,1,NA,Case Control,China,2020/1/14,2020/3/12,27,NA,71
901-29          Clinical diagnosed patients,Ma et al.,27,NA,NA,NA,2,0,NA,NA,NA,1,NA,NA,NA,1,NA,Case Control,China,2020/1/14,2020/3/12,NA,NA,61
901-43,Wang et al.,26,NA,NA,NA,14,8,6,3,NA,2,1,NA,1,NA,0,Cohort,China,2020/1/31,2020/2/12,NA,NA,42
901-47,Bhandari et al.,29,NA,NA,NA,14,9,NA,1,NA,NA,5,NA,3,NA,1,Cohort,New Delhi,2020/2/29,2020/3/31,NA,38.8,NA
901-49 COVID-19 negative,Khider et al.,30,NA,NA,NA,22,14,NA,NA,5,NA,NA,9,1,NA,2,Case Control,France,2020/3/14,2020/3/20,66,NA,63
901-49 COVID-19 positive,Khider et al.,66,NA,NA,NA,61,47,NA,NA,21,NA,NA,31,12,NA,7,Case Control,France,2020/3/14,2020/3/20,NA,NA,66
901-50,Alonso et al.,30,NA,NA,NA,26,27,NA,NA,NA,NA,NA,19,NA,NA,NA,Cohort,Spain,2020/4/6,2020/4/17,NA,NA,67
901-54 COVID-19 Confirmed,Arenas et al.,34,NA,NA,NA,30,27,NA,NA,13,NA,NA,23,4,NA,9,Cohort,Spain,2020/3/12,2020/4/21,NA,69,NA
901-54 COVID-19 Non-Confirmed,Arenas et al.,27,NA,NA,NA,21,12,NA,NA,3,NA,NA,9,3,NA,6,Cohort,Spain,2020/3/12,2020/4/21,NA,62.1,NA
901-57,Song et al.,41,38,26,8,35,27,13,7,19,19,5,NA,NA,0,4,Cohort,China,NA,NA,NA,NA,39
901-61,Gao et al.,44,NA,23,NA,37,34,20,NA,8,14,18,NA,2,6,1,Cohort,China,2020/1/21,2020/2/24,NA,NA,53
901-62,Yousaf et al.,47,NA,NA,NA,8,20,NA,14,8,NA,NA,NA,20,NA,6,Cohort,US,2020/3/22,2020/4/22,NA,NA,24
901-63,Barrasa et al.,48,NA,NA,NA,48,35,NA,NA,2,NA,NA,42,NA,NA,NA,Cohort,Vitoria,2020/3/4,2020/3/31,NA,63,63
901-70,Wang et al.,9,NA,NA,NA,8,3,NA,NA,NA,1,4,NA,0,NA,1,Case Series,China,2020/1/20,2020/2/28,NA,55,NA
901-77 Early-stage group,Zhou et al.,34,26,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,2020/1/21,2020/2/4,NA,44.32,NA
901-77 Progressive-stage group,Zhou et al.,28,17,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,2020/1/21,2020/2/4,NA,50.82,NA
901-78,Kremer et al.,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,Case Series,American,2020/3/16,2020/4/9,NA,65,66
901-83,Gautret et al.,80,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,France,2020/3/3,2020/3/21,NA,NA,52
901-91,Zheng et al.,99,NA,NA,NA,85,84,NA,NA,12,72,35,NA,12,NA,NA,Cohort,Chengdu,2020/1/16,2020/2/20,NA,63.81,49
901-93,Asghar et al.,100,NA,NA,NA,83,52,18,16,14,16,NA,43,8,6,NA,Cohort,Karachi,2020/3/1,2020/4/1,NA,52.58,NA
901-95,Chen et al.,106,NA,NA,NA,56,52,14,NA,NA,20,NA,7,NA,NA,NA,Cohort,China,2020/1/28,2020/3/30,NA,52.75,NA
901-97,Wang et al.,114,102,78,11,107,91,9,6,NA,NA,NA,27,NA,NA,3,Cohort,China,2020/1/25,2020/2/9,NA,NA,53
901-98,Cholankeril et al.,116,NA,NA,NA,88,109,NA,NA,60,NA,NA,67,NA,12,12,Cohort,California,2020/3/4,2020/3/24,NA,NA,50
901-99,Zhang et al.,120,NA,NA,NA,81,75,12,NA,57,57,NA,38,28,NA,7,Cohort,China,2020/1/10,2020/2/10,NA,45.4,NA
931-11,Leung C.,46,NA,NA,NA,29,27,NA,NA,NA,NA,NA,12,NA,NA,NA,Cohort,China,NA,2020/2/2,NA,45,NA
931-21,Bhatraju et al.,24,NA,12,NA,12,21,10,2,NA,NA,21,NA,2,NA,NA,Cohort,American,2020/2/24,2020/3/9,NA,64,NA
931-35           Died,Ruan et al.,68,NA,NA,NA,59,51,29,NA,9,15,NA,59,NA,NA,NA,Cohort,China,NA,NA,NA,NA,NA
931-35 Discharged,Ruan et al.,82,NA,NA,NA,68,59,25,NA,10,22,NA,51,NA,NA,NA,Cohort,China,NA,NA,NA,NA,NA
931-37,Tu et al.,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,2020/1/3,2020/2/24,NA,NA,70
931-38,Li et al.,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Series,China,2020/1/14,2020/2/13,NA,NA,73
957-1,Klironomos et al.,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Sweden,2020/3/2,2020/5/4,NA,62,NA
957-10,Chougar et al.,1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,Cohort,France,2020/3/23,2020/5/7,NA,58.5,NA
957-101,Klopfenstein et al.,114,NA,40,NA,40,47,12,23,40,50,NA,21,44,19,28,Cohort,France,2020/3/1,2020/3/17,NA,47,NA
957-102,Kluytmans-Van et al.,86,NA,NA,NA,46,66,NA,34,54,NA,33,NA,49,15,16,Cohort,Dutch,2020/3/7,2020/3/12,NA,NA,49
957-103,Koh et al.,47572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Singapore,2020/3/19,2020/4/19,NA,NA,34
957-104,Kong et al.,17,NA,NA,NA,11,10,2,NA,NA,7,NA,7,2,NA,NA,Cohort,China,NA,NA,NA,NA,75
957-105,Korkmaz et al.,81,47,NA,NA,47,42,NA,7,15,15,NA,2,11,NA,3,Cohort,Turkey,2020/3/5,2020/5/5,NA,NA,9.5
957-106  COVID-19 test      Positive,Kosugi et al.,145,NA,NA,NA,72,83,NA,10,37,20,NA,7,76,NA,10,Cohort,Brazil,2020/3/25,2020/4/30,NA,NA,36
957-106  COVID-19 test    Negative,Kosugi et al.,38,NA,NA,NA,16,18,NA,4,8,7,NA,2,20,NA,1,Cohort,Brazil,2020/3/25,2020/4/30,NA,NA,NA
957-107,Hong et al.,67,NA,NA,NA,58,52,NA,8,3,NA,4,NA,2,2,5,Cohort,China,2020/1/21,2020/2/7,NA,NA,NA
957-109,Yang et al.,200,171,NA,NA,NA,116,NA,26,44,64,NA,29,27,4,14,Cohort,China,2020/1/30,2020/2/8,NA,55,NA
957-11,Meppiel et al.,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,Cohort,France,2020/3/16,2020/4/27,NA,NA,65
957-110 case,La et al.,30,NA,NA,NA,22,18,NA,NA,9,NA,NA,3,14,NA,3,Case Control,Italy,2020/3/11,2020/3/28,75,40.7,NA
957-110 control,La et al.,75,NA,NA,NA,44,40,NA,NA,21,NA,NA,1,18,NA,6,Case Control,Italy,2020/3/11,2020/3/28,75,43.6,NA
957-111,Lan et al.,592,102,NA,NA,182,365,NA,320,225,NA,111,NA,175,151,151,Cohort,USA,2020/3/9,2020/4/15,NA,43.6,NA
957-112 Male,Lapostolle et al.,700,NA,NA,NA,658,661,NA,NA,379,NA,213,NA,341,122,153,Cohort,Paris,2020/3/24,2020/4/6,NA,NA,44
957-112 Female,Lapostolle F et al.,752,NA,NA,NA,686,707,NA,NA,444,NA,250,NA,462,166,199,Cohort,Paris,2020/3/24,2020/4/6,NA,NA,41
957-113,Le et al.,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Germany,2020/2/1,2020/5/30,NA,38.9,NA
957-114,Lechien et al.,417,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,19,NA,NA,NA,Cohort,Germany,NA,NA,NA,36.9,NA
957-115,Lechien et al.,1420,NA,645,NA,645,897,NA,751,887,NA,NA,697,998,272,473,Cohort,European,2020/3/22,2020/4/10,NA,39.17,37
957-116,Lee et al.,3191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Korea,2020/2/18,2020/2/29,NA,NA,44
957-117,Lenka et al.,32,NA,NA,NA,21,26,14,1,14,22,NA,22,7,NA,NA,Cohort,upstate New York,2020/3/14,2020/4/12,NA,62.2,NA
957-118,Lersy et al.,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Cohort,France,2020/3/1,2020/5/31,NA,NA,62
957-119,Levinson et al.,45,37,28,NA,NA,29,NA,13,24,29,NA,18,20,5,9,Cohort, Israel,2020/3/10,2020/3/23,NA,NA,34
957-12,Studart et al.,89,NA,NA,NA,57,59,NA,NA,18,29,NA,59,NA,NA,8,Cohort,Brazil,2020/3/23,2020/5/23,NA,57.4,NA
957-120,Li et al.,99,NA,NA,NA,82,32,NA,NA,NA,49,NA,NA,3,NA,2,Cohort,China,2020/2/18,2020/3/18,NA,51.4,51.4
957-121,Li et al.,204,NA,NA,NA,160,99,36,NA,17,31,NA,65,NA,NA,26,Cohort,China,2020/1/31,2020/2/20,NA,NA,68
957-122,Liang et al.,86,NA,NA,NA,26,41,NA,NA,8,16,NA,NA,12,NA,6,Cohort,China,2020/3/16,2020/4/12,NA,NA,25.5
957-123,Lin et al.,161,138,64,5,138,66,24,NA,NA,31,NA,3,24,4,5,Cohort,China,2020/1/24,2020/2/17,NA,NA,45
957-124,Liotta et al.,509,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,84,NA,NA,Cohort,Chicago,2020/3/5,2020/4/6,NA,58.5,NA
"957-127 SARS-CoV-2
positive",Luigetti et al.,213,NA,NA,NA,207,122,NA,NA,20,NA,NA,159,10,NA,NA,Cohort,Italy,2020/3/14,2020/4/20,NA,70.2,72
"957-127 SARS-CoV-2
negative",Luigetti et al.,218,NA,NA,NA,169,57,NA,NA,2,NA,NA,132,1,NA,NA,Cohort,Italy,2020/3/14,2020/4/20,NA,75.9,79
957-128,Lv et al.,196,NA,NA,NA,167,106,NA,NA,26,50,NA,11,11,8,24,Cohort,China,2020/3/1,2020/3/16,NA,50.6,NA
957-129,Huang et al.,202,NA,NA,NA,156,120,NA,24,21,44,19,NA,12,NA,13,Cohort,China,2020/1/22,2020/2/10,NA,NA,44
957-130,Huang et al.,60,NA,4,NA,48,31,3,NA,15,4,NA,NA,4,2,4,Cohort,china,2020/1/24,2020/4/20,NA,NA,57
957-131,Shi et al.,161,127,106,41,127,111,19,NA,17,17,36,NA,5,6,6,Cohort,china,2020/1/1,2020/3/1,NA,59.38,NA
957-133,Ma et al.,523,203,113,16,449,309,138,65,39,190,NA,41,37,NA,25,Cohort,china,2020/1/22,2020/2/20,NA,NA,44
957-134 Total,Maechler et al.,4333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Germany,2020/3/3,2020/4/13,NA,NA,34
957-134 Negative,Maechler et al.,4000,NA,NA,NA,968,2405,NA,1984,NA,1888,597,NA,1713,NA,547,Cohort,Germany,2020/3/3,2020/4/13,NA,NA,34
957-134 Positive ,Maechler et al.,333,NA,NA,NA,121,218,NA,159,NA,212,61,NA,187,NA,51,Cohort,Germany,2020/3/3,2020/4/13,NA,NA,34
957-135,de et al.,557,NA,NA,NA,372,415,NA,157,28,NA,NA,312,24,NA,17,Cohort,Brazil,2020/3/12,2020/4/22,NA,48.57,47
